module,instrument,side,entry_time,exit_time,entry_price,exit_price,pnl_pips,stop_pips,pip_size,partial_fills,units,pnl_dollars,balance_before_entry,usd_notional,entry_year,balance_after_exit,exit_year,balance_before_exit
gbpusd_short_h12-15_rr1.25_imb4_node3_ret5_sig1_sl25_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl180,gbpusd,short,2021-02-11 14:55:00+00:00,2021-02-11 17:55:00+00:00,1.38156,1.38091,6.499999999998174,25.0,0.0001,"[{""time"": ""2021-02-11T17:55:00+00:00"", ""price"": 1.38091, ""fraction"": 1.0, ""pips"": 6.499999999998174}]",17400.0,11.309999999996823,1500.0,24039.143999999997,2021,1511.3099999999968,2021,1500.0
gbpjpy_short_h12-15_rr1.25_imb3.5_node3_ret10_sig1.05_sl30_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl240,gbpjpy,short,2021-02-17 14:15:00+00:00,2021-02-17 14:45:00+00:00,146.854,146.744,16.60000000000082,30.0,0.01,"[{""time"": ""2021-02-17T14:37:00+00:00"", ""price"": 146.604, ""fraction"": 0.4, ""pips"": 25}, {""time"": ""2021-02-17T14:45:00+00:00"", ""price"": 146.744, ""fraction"": 0.6, ""pips"": 11.000000000001364}]",15501.010456549962,24.251487800001136,1511.3099999999968,21456.88619921787,2021,1535.5614877999978,2021,1511.3099999999968
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-03-02 14:52:00+00:00,2021-03-02 17:52:00+00:00,106.729,106.739,-1.0000000000005116,30.0,0.01,"[{""time"": ""2021-03-02T17:52:00+00:00"", ""price"": 106.739, ""fraction"": 1.0, ""pips"": -1.0000000000005116}]",15840.371165545264,-1.4843761048740904,1535.5614877999978,15840.371165545264,2021,1534.0771116951237,2021,1535.5614877999978
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-03-10 13:11:00+00:00,2021-03-10 16:11:00+00:00,108.531,108.643,-11.199999999999477,30.0,0.01,"[{""time"": ""2021-03-10T16:11:00+00:00"", ""price"": 108.643, ""fraction"": 1.0, ""pips"": -11.199999999999477}]",16092.210665368044,-16.608941529285097,1534.0771116951237,16092.210665368044,2021,1517.4681701658385,2021,1534.0771116951237
gbpjpy_short_h12-15_rr1.25_imb3.5_node3_ret10_sig1.05_sl30_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl240,gbpjpy,short,2021-04-22 13:28:00+00:00,2021-04-22 15:20:00+00:00,149.779,149.631,18.879999999999768,30.0,0.01,"[{""time"": ""2021-04-22T14:04:00+00:00"", ""price"": 149.529, ""fraction"": 0.4, ""pips"": 25}, {""time"": ""2021-04-22T15:20:00+00:00"", ""price"": 149.631, ""fraction"": 0.6, ""pips"": 14.799999999999613}]",15862.023967562234,27.69480575097299,1517.4681701658385,21975.565245140067,2021,1545.1629759168115,2021,1517.4681701658385
gbpjpy_short_h12-15_rr1.25_imb3.5_node3_ret10_sig1.05_sl30_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl240,gbpjpy,short,2021-05-19 14:04:00+00:00,2021-05-19 14:29:00+00:00,154.006,153.94199999999998,13.840000000001282,30.0,0.01,"[{""time"": ""2021-05-19T14:12:00+00:00"", ""price"": 153.756, ""fraction"": 0.4, ""pips"": 25}, {""time"": ""2021-05-19T14:29:00+00:00"", ""price"": 153.94199999999998, ""fraction"": 0.6, ""pips"": 6.400000000002137}]",16236.953691134577,20.672220400467626,1545.1629759168115,23002.161631314255,2021,1565.8351963172793,2021,1545.1629759168115
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-05-19 13:09:00+00:00,2021-05-19 15:41:00+00:00,108.826,108.729,12.789999999999594,30.0,0.01,"[{""time"": ""2021-05-19T14:55:00+00:00"", ""price"": 108.62599999999999, ""fraction"": 0.3, ""pips"": 20}, {""time"": ""2021-05-19T15:41:00+00:00"", ""price"": 108.729, ""fraction"": 0.7, ""pips"": 9.69999999999942}]",16254.877581655215,19.103879979909546,1545.1629759168115,16254.877581655215,2021,1584.9390762971889,2021,1565.8351963172793
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-06-04 13:04:00+00:00,2021-06-04 14:51:00+00:00,109.717,109.521,19.719999999999857,30.0,0.01,"[{""time"": ""2021-06-04T13:50:00+00:00"", ""price"": 109.517, ""fraction"": 0.3, ""pips"": 20}, {""time"": ""2021-06-04T14:51:00+00:00"", ""price"": 109.521, ""fraction"": 0.7, ""pips"": 19.599999999999795}]",16806.99246191476,30.21316529842766,1584.9390762971889,16806.99246191476,2021,1615.1522415956165,2021,1584.9390762971889
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-06-09 13:33:00+00:00,2021-06-09 14:32:00+00:00,109.23,109.53,-29.999999999999716,30.0,0.01,"[{""time"": ""2021-06-09T14:32:00+00:00"", ""price"": 109.53, ""fraction"": 1.0, ""pips"": -29.999999999999716}]",17056.026514692527,-46.83941500627243,1615.1522415956165,17056.026514692527,2021,1568.312826589344,2021,1615.1522415956165
gbpusd_short_h12-15_rr1.25_imb4_node3_ret5_sig1_sl25_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl180,gbpusd,short,2021-06-09 14:23:00+00:00,2021-06-09 17:24:00+00:00,1.41282,1.41172,10.999999999998789,25.0,0.0001,"[{""time"": ""2021-06-09T17:24:00+00:00"", ""price"": 1.41172, ""fraction"": 1.0, ""pips"": 10.999999999998789}]",18735.76600250915,20.609342602757796,1615.1522415956165,26470.264923664978,2021,1588.9221691921018,2021,1568.312826589344
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-06-10 14:06:00+00:00,2021-06-10 17:06:00+00:00,109.537,109.45,8.70000000000033,30.0,0.01,"[{""time"": ""2021-06-10T17:06:00+00:00"", ""price"": 109.45, ""fraction"": 1.0, ""pips"": 8.70000000000033}]",16819.662735756527,13.362835442906082,1588.9221691921018,16819.662735756527,2021,1602.285004635008,2021,1588.9221691921018
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-06-21 14:42:00+00:00,2021-06-21 17:42:00+00:00,110.149,110.251,-10.200000000000387,30.0,0.01,"[{""time"": ""2021-06-21T17:42:00+00:00"", ""price"": 110.251, ""fraction"": 1.0, ""pips"": -10.200000000000387}]",17062.799776233387,-15.798530145701772,1602.285004635008,17062.799776233387,2021,1586.4864744893061,2021,1602.285004635008
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-06-28 13:36:00+00:00,2021-06-28 16:36:00+00:00,110.803,110.57,22.310000000000286,30.0,0.01,"[{""time"": ""2021-06-28T15:01:00+00:00"", ""price"": 110.603, ""fraction"": 0.3, ""pips"": 20}, {""time"": ""2021-06-28T16:36:00+00:00"", ""price"": 110.57, ""fraction"": 0.7, ""pips"": 23.30000000000041}]",16995.011605716136,34.21469613766164,1586.4864744893061,16995.011605716136,2021,1620.7011706269677,2021,1586.4864744893061
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-07-14 13:01:00+00:00,2021-07-14 16:01:00+00:00,110.137,110.048,8.899999999999864,30.0,0.01,"[{""time"": ""2021-07-14T16:01:00+00:00"", ""price"": 110.048, ""fraction"": 1.0, ""pips"": 8.899999999999864}]",17256.564278524613,13.94343240462713,1620.7011706269677,17256.564278524613,2021,1634.644603031595,2021,1620.7011706269677
gbpjpy_short_h12-15_rr1.25_imb3.5_node3_ret10_sig1.05_sl30_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl240,gbpjpy,short,2021-07-14 13:05:00+00:00,2021-07-14 17:05:00+00:00,152.884,152.419,38.94999999999925,30.0,0.01,"[{""time"": ""2021-07-14T14:57:00+00:00"", ""price"": 152.634, ""fraction"": 0.4, ""pips"": 25}, {""time"": ""2021-07-14T16:57:00+00:00"", ""price"": 152.384, ""fraction"": 0.3, ""pips"": 50}, {""time"": ""2021-07-14T17:05:00+00:00"", ""price"": 152.419, ""fraction"": 0.3, ""pips"": 46.4999999999975}]",17250.767570671003,61.022100242721876,1620.7011706269677,23960.19485576993,2021,1695.6667032743167,2021,1634.6446030315947
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-07-27 13:11:00+00:00,2021-07-27 16:11:00+00:00,109.882,109.639,23.010000000000645,30.0,0.01,"[{""time"": ""2021-07-27T15:27:00+00:00"", ""price"": 109.682, ""fraction"": 0.3, ""pips"": 20}, {""time"": ""2021-07-27T16:11:00+00:00"", ""price"": 109.639, ""fraction"": 0.7, ""pips"": 24.30000000000092}]",18012.394774424098,37.71671448093168,1695.6667032743167,18012.394774424098,2021,1733.3834177552483,2021,1695.6667032743167
gbpusd_short_h12-15_rr1.25_imb4_node3_ret5_sig1_sl25_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl180,gbpusd,short,2021-08-04 14:07:00+00:00,2021-08-04 17:09:00+00:00,1.39306,1.3898,29.560000000000244,25.0,0.0001,"[{""time"": ""2021-08-04T14:30:00+00:00"", ""price"": 1.39056, ""fraction"": 0.4, ""pips"": 25}, {""time"": ""2021-08-04T17:09:00+00:00"", ""price"": 1.3898, ""fraction"": 0.6, ""pips"": 32.600000000000406}]",20107.24764596088,59.43702404146086,1733.3834177552483,28010.602405682264,2021,1792.820441796709,2021,1733.383417755248
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-08-11 13:34:00+00:00,2021-08-11 16:34:00+00:00,110.383,110.482,-9.900000000000375,30.0,0.01,"[{""time"": ""2021-08-11T16:34:00+00:00"", ""price"": 110.482, ""fraction"": 1.0, ""pips"": -9.900000000000375}]",19134.539508638834,-17.157291627995154,1792.820441796709,19134.539508638834,2021,1775.6631501687139,2021,1792.820441796709
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-08-12 14:23:00+00:00,2021-08-12 17:24:00+00:00,110.403,110.428,-2.4999999999991473,30.0,0.01,"[{""time"": ""2021-08-12T17:24:00+00:00"", ""price"": 110.428, ""fraction"": 1.0, ""pips"": -2.4999999999991473}]",18951.507789260086,-4.291185946239595,1775.6631501687139,18951.507789260086,2021,1771.3719642224742,2021,1775.6631501687139
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-08-23 13:27:00+00:00,2021-08-23 16:28:00+00:00,109.763,109.807,-4.399999999999693,30.0,0.01,"[{""time"": ""2021-08-23T16:28:00+00:00"", ""price"": 109.807, ""fraction"": 1.0, ""pips"": -4.399999999999693}]",18792.266699227308,-7.534235421159065,1771.3719642224742,18792.266699227308,2021,1763.837728801315,2021,1771.3719642224742
gbpjpy_short_h12-15_rr1.25_imb3.5_node3_ret10_sig1.05_sl30_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl240,gbpjpy,short,2021-08-26 15:05:00+00:00,2021-08-26 19:05:00+00:00,150.83,150.674,15.600000000000591,30.0,0.01,"[{""time"": ""2021-08-26T19:05:00+00:00"", ""price"": 150.674, ""fraction"": 1.0, ""pips"": 15.600000000000591}]",18750.956151938703,26.59867295032484,1763.837728801315,25721.811610983437,2021,1790.43640175164,2021,1763.8377288013153
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-09-03 13:30:00+00:00,2021-09-03 16:30:00+00:00,109.721,109.616,10.500000000000398,30.0,0.01,"[{""time"": ""2021-09-03T16:30:00+00:00"", ""price"": 109.616, ""fraction"": 1.0, ""pips"": 10.500000000000398}]",18990.278615482115,18.172929477779835,1790.43640175164,18990.278615482115,2021,1808.60933122942,2021,1790.43640175164
gbpusd_short_h12-15_rr1.25_imb4_node3_ret5_sig1_sl25_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl180,gbpusd,short,2021-09-08 14:27:00+00:00,2021-09-08 16:18:00+00:00,1.37517,1.37767,-24.999999999999467,25.0,0.0001,"[{""time"": ""2021-09-08T16:18:00+00:00"", ""price"": 1.37767, ""fraction"": 1.0, ""pips"": -24.999999999999467}]",20979.86824226127,-52.44967060565205,1808.60933122942,28850.88541071043,2021,1756.1596606237679,2021,1808.60933122942
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-09-13 13:55:00+00:00,2021-09-13 16:55:00+00:00,109.96,110.003,-4.300000000000637,30.0,0.01,"[{""time"": ""2021-09-13T16:55:00+00:00"", ""price"": 110.003, ""fraction"": 1.0, ""pips"": -4.300000000000637}]",18667.549860246563,-7.299770322660542,1756.1596606237679,18667.549860246563,2021,1748.8598903011073,2021,1756.1596606237679
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-09-14 12:32:00+00:00,2021-09-14 15:32:00+00:00,109.991,109.669,28.54000000000019,30.0,0.01,"[{""time"": ""2021-09-14T14:01:00+00:00"", ""price"": 109.791, ""fraction"": 0.3, ""pips"": 20}, {""time"": ""2021-09-14T15:32:00+00:00"", ""price"": 109.669, ""fraction"": 0.7, ""pips"": 32.20000000000027}]",18593.505263571442,48.2487125602208,1748.8598903011073,18593.505263571442,2021,1797.108602861328,2021,1748.8598903011073
gbpjpy_short_h12-15_rr1.25_imb3.5_node3_ret10_sig1.05_sl30_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl240,gbpjpy,short,2021-09-14 14:35:00+00:00,2021-09-14 16:11:00+00:00,152.04,151.963,14.61999999999989,30.0,0.01,"[{""time"": ""2021-09-14T15:20:00+00:00"", ""price"": 151.79, ""fraction"": 0.4, ""pips"": 25}, {""time"": ""2021-09-14T16:11:00+00:00"", ""price"": 151.963, ""fraction"": 0.6, ""pips"": 7.699999999999818}]",18550.649451959613,24.716053876328594,1748.8598903011073,25708.78855598727,2021,1821.8246567376566,2021,1797.108602861328
gbpjpy_short_h12-15_rr1.25_imb3.5_node3_ret10_sig1.05_sl30_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl240,gbpjpy,short,2021-09-16 13:54:00+00:00,2021-09-16 15:29:00+00:00,151.148,151.08599999999998,13.72000000000071,30.0,0.01,"[{""time"": ""2021-09-16T14:55:00+00:00"", ""price"": 150.898, ""fraction"": 0.4, ""pips"": 25}, {""time"": ""2021-09-16T15:29:00+00:00"", ""price"": 151.08599999999998, ""fraction"": 0.6, ""pips"": 6.200000000001182}]",19321.78952582555,24.162253147427208,1821.8246567376566,26615.76507182469,2021,1845.9869098850838,2021,1821.8246567376566
gbpusd_short_h12-15_rr1.25_imb4_node3_ret5_sig1_sl25_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl180,gbpusd,short,2021-09-16 13:49:00+00:00,2021-09-16 16:50:00+00:00,1.37721,1.37855,-13.399999999998968,25.0,0.0001,"[{""time"": ""2021-09-16T16:50:00+00:00"", ""price"": 1.37855, ""fraction"": 1.0, ""pips"": -13.399999999998968}]",21133.166018156815,-28.31844246432795,1821.8246567376566,29104.80757186575,2021,1817.6684674207559,2021,1845.9869098850838
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-09-17 14:41:00+00:00,2021-09-17 17:42:00+00:00,109.958,109.958,0.0,30.0,0.01,"[{""time"": ""2021-09-17T17:42:00+00:00"", ""price"": 109.958, ""fraction"": 1.0, ""pips"": 0.0}]",19320.407115620386,0.0,1817.6684674207559,19320.407115620386,2021,1817.6684674207559,2021,1817.6684674207559
gbpjpy_short_h12-15_rr1.25_imb3.5_node3_ret10_sig1.05_sl30_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl240,gbpjpy,short,2021-09-17 14:17:00+00:00,2021-09-17 18:19:00+00:00,151.317,151.038,26.73999999999978,30.0,0.01,"[{""time"": ""2021-09-17T18:11:00+00:00"", ""price"": 151.067, ""fraction"": 0.4, ""pips"": 25}, {""time"": ""2021-09-17T18:19:00+00:00"", ""price"": 151.038, ""fraction"": 0.6, ""pips"": 27.899999999999636}]",19331.03744670735,46.98430632486959,1817.6684674207559,26595.35135361827,2021,1864.6527737456254,2021,1817.6684674207559
gbpusd_short_h12-15_rr1.25_imb4_node3_ret5_sig1_sl25_tp25-50-75_frac0.4-0.3-0.2_trail20_ttl180,gbpusd,short,2021-09-21 14:10:00+00:00,2021-09-21 17:10:00+00:00,1.36469,1.36585,-11.600000000000499,25.0,0.0001,"[{""time"": ""2021-09-21T17:10:00+00:00"", ""price"": 1.36585, ""fraction"": 1.0, ""pips"": -11.600000000000499}]",21629.972175449253,-25.090767723522212,1864.6527737456254,29518.20672811384,2021,1839.562006022103,2021,1864.6527737456254
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-09-30 15:03:00+00:00,2021-09-30 18:03:00+00:00,111.589,111.428,17.270000000000095,30.0,0.01,"[{""time"": ""2021-09-30T17:20:00+00:00"", ""price"": 111.389, ""fraction"": 0.3, ""pips"": 20}, {""time"": ""2021-09-30T18:03:00+00:00"", ""price"": 111.428, ""fraction"": 0.7, ""pips"": 16.100000000000136}]",19841.193873603348,30.710261315868497,1839.562006022103,19841.193873603348,2021,1870.2722673379717,2021,1839.562006022103
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-10-01 13:50:00+00:00,2021-10-01 16:50:00+00:00,110.93,110.995,-6.499999999999773,30.0,0.01,"[{""time"": ""2021-10-01T16:50:00+00:00"", ""price"": 110.995, ""fraction"": 1.0, ""pips"": -6.499999999999773}]",20052.83481772565,-11.751544079773177,1870.2722673379717,20052.83481772565,2021,1858.5207232581986,2021,1870.2722673379717
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-10-04 12:39:00+00:00,2021-10-04 15:39:00+00:00,110.96,110.932,2.7999999999991587,30.0,0.01,"[{""time"": ""2021-10-04T15:39:00+00:00"", ""price"": 110.932, ""fraction"": 1.0, ""pips"": 2.7999999999991587}]",19933.483481407802,5.030396090950679,1858.5207232581986,19933.483481407802,2021,1863.5511193491493,2021,1858.5207232581986
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-10-08 12:39:00+00:00,2021-10-08 13:32:00+00:00,111.519,111.819,-29.999999999999716,30.0,0.01,"[{""time"": ""2021-10-08T13:32:00+00:00"", ""price"": 111.819, ""fraction"": 1.0, ""pips"": -29.999999999999716}]",20090.929088110515,-54.042982461124815,1863.5511193491493,20090.929088110515,2021,1809.5081368880244,2021,1863.5511193491493
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-10-13 13:32:00+00:00,2021-10-13 16:32:00+00:00,113.356,113.423,-6.700000000000728,30.0,0.01,"[{""time"": ""2021-10-13T16:32:00+00:00"", ""price"": 113.423, ""fraction"": 1.0, ""pips"": -6.700000000000728}]",19838.714362044862,-11.719581033246044,1809.5081368880244,19838.714362044862,2021,1797.7885558547785,2021,1809.5081368880244
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-10-21 12:55:00+00:00,2021-10-21 16:05:00+00:00,113.854,113.787,6.6999999999993065,30.0,0.01,"[{""time"": ""2021-10-21T16:05:00+00:00"", ""price"": 113.787, ""fraction"": 1.0, ""pips"": 6.6999999999993065}]",19796.59737687845,11.643677213418242,1797.7885558547785,19796.59737687845,2021,1809.4322330681966,2021,1797.7885558547785
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2021-11-05 13:16:00+00:00,2021-11-05 16:16:00+00:00,113.645,113.479,17.619999999999777,30.0,0.01,"[{""time"": ""2021-11-05T15:38:00+00:00"", ""price"": 113.445, ""fraction"": 0.3, ""pips"": 20}, {""time"": ""2021-11-05T16:16:00+00:00"", ""price"": 113.479, ""fraction"": 0.7, ""pips"": 16.59999999999968}]",19874.43874585407,30.81945608177251,1809.4322330681966,19874.43874585407,2021,1840.2516891499693,2021,1809.4322330681966
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2022-01-13 13:10:00+00:00,2022-01-13 16:10:00+00:00,114.301,114.093,20.55999999999989,30.0,0.01,"[{""time"": ""2022-01-13T15:41:00+00:00"", ""price"": 114.101, ""fraction"": 0.3, ""pips"": 20}, {""time"": ""2022-01-13T16:10:00+00:00"", ""price"": 114.093, ""fraction"": 0.7, ""pips"": 20.79999999999984}]",20333.830368401097,36.57438890462572,1840.2516891499693,20333.830368401097,2022,1876.826078054595,2022,1840.2516891499693
usdjpy_short_h12-15_rr1.25_imb2.5_node3_ret5_sig1_sl30_tp20-40-60_frac0.3-0.3-0.3_trail15_ttl180,usdjpy,short,2022-01-14 13:40:00+00:00,2022-01-14 16:40:00+00:00,113.587,113.864,-27.700000000000102,30.0,0.01,"[{""time"": ""2022-01-14T16:40:00+00:00"", ""price"": 113.864, ""fraction"": 1.0, ""pips"": -27.700000000000102}]",20603.884270100316,-50.255146283375375,1876.826078054595,20603.884270100316,2022,1826.5709317712196,2022,1876.826078054595
